"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=cerapoda"
"Access Time","Fri 2017-02-03 21:14:25 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","cerapoda"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.154"
"Records Found","3991"
"Records Returned","3991"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"679943","occ","","","73376","Psittacosaurus sp.","genus","38844","","Psittacosaurus","genus","38844","Early Aptian","","125.45","122.46","24637"
"680830","occ","","","73438","Psittacosaurus n. sp. major","species","103803","","Psittacosaurus major","species","103803","Late Barremian","Early Aptian","130","122.46","24647"
"680890","occ","","","53136","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Santonian","Early Campanian","86.3","70.6","14364"
"682891","occ","","","73611","Eolambia caroljonesa","species","66500","","Eolambia caroljonesa","species","66500","Late Albian","Early Cenomanian","105.3","93.5","24682"
"682892","occ","","","73611","Hypsilophodontidae indet.","family","38734","","Hypsilophodontidae","family","38734","Late Albian","Early Cenomanian","105.3","93.5","24682"
"682915","occ","","","73612","Eolambia caroljonesa","species","66500","","Eolambia caroljonesa","species","66500","Late Albian","Early Cenomanian","105.3","93.5","24682"
"682916","occ","","","73612","Hypsilophodontidae indet.","family","38734","","Hypsilophodontidae","family","38734","Late Albian","Early Cenomanian","105.3","93.5","24682"
"682919","occ","","","73614","Eolambia caroljonesa","species","66500","","Eolambia caroljonesa","species","66500","Late Albian","Early Cenomanian","105.3","93.5","24682"
"682920","occ","","","73615","Eolambia caroljonesa","species","66500","","Eolambia caroljonesa","species","66500","Late Albian","Early Cenomanian","105.3","93.5","24682"
"686851","occ","","","73890","n. gen. Cedrorestes n. sp. crichtoni","species","104640","","Cedrorestes crichtoni","species","104640","Late Barremian","","130","125.45","24824"
"686854","occ","","","73891","Brachylophosaurus canadensis","species","65213","","Brachylophosaurus canadensis","species","65213","Middle Campanian","Late Campanian","83.5","70.6","14804"
"687336","occ","","","73927","Triceratops sp.","genus","38862","","Triceratops","genus","38862","Maastrichtian","","72.1","66","24831"
"687528","occ","","","73947","Leptoceratops gracilis","species","52827","","Leptoceratops gracilis","species","52827","Late Maastrichtian","","70.6","66","24832"
"687529","occ","","","73948","Leptoceratops gracilis","species","52827","","Leptoceratops gracilis","species","52827","Late Maastrichtian","","70.6","66","24832"
"688094","occ","19506","","74009","Anatosaurus copei","species","53383","recombined as","Anatotitan copei","species","53383","Maastrichtian","","72.1","66","12319"
"688950","occ","","","74072","Iguanodontia indet.","unranked clade","52805","","Iguanodontia","unranked clade","52805","Late Turonian","Early Coniacian","93.5","85.8","24868"
"689682","occ","","","74120","Lambeosaurus magnicristatus","species","65429","","Lambeosaurus magnicristatus","species","63453","Late Campanian","","83.5","70.6","24881"
"690125","occ","","","74175","Thescelosaurus sp.","genus","38742","","Thescelosaurus","genus","38742","Maastrichtian","","72.1","66","24895"
"690126","occ","","","74175","Triceratops sp.","genus","38862","","Triceratops","genus","38862","Maastrichtian","","72.1","66","24895"
"690127","occ","","","74175","Pachycephalosauria ? indet.","unranked clade","38782","","Pachycephalosauria","unranked clade","38782","Maastrichtian","","72.1","66","24895"
"690128","occ","","","74175","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","24895"
"690874","occ","","","74334","Leptoceratopsidae indet.","family","55578","","Leptoceratopsidae","family","90273","Early Campanian","","83.5","70.6","24962"
"690877","occ","","","74335","Leptoceratopsidae indet.","family","55578","","Leptoceratopsidae","family","90273","Early Campanian","","83.5","70.6","24962"
"691661","occ","","","38680","Dryosauridae indet.","family","38730","","Dryosauridae","family","38730","Late Oxfordian","Late Kimmeridgian","161.2","150.8","25000"
"691665","occ","","","38680","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Late Oxfordian","Late Kimmeridgian","161.2","150.8","25000"
"691666","occ","","","38680","Camptosauridae indet.","family","54189","","Camptosauridae","family","54189","Late Oxfordian","Late Kimmeridgian","161.2","150.8","25000"
"691776","occ","","","74520","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Neocomian","Barremian","145","125","25015"
"691790","occ","","","61320","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Barremian","","130","125.45","25016"
"691794","occ","","","74530","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Hauterivian","Early Barremian","132.9","125.45","25016"
"691796","occ","31363","","61360","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Late Barremian","Early Aptian","130","122.46","55500"
"691797","occ","30903","","61360","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Late Barremian","Early Aptian","130","122.46","54616"
"691800","occ","","","74531","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Barremian","","129.4","125","25016"
"692520","occ","","","74642","Trachodon mirabilis","species","63983","nomen dubium","Hadrosauridae","family","38755","Campanian","Maastrichtian","83.6","66","25123"
"692610","occ","19603","","74657","n. gen. Centrosaurus n. sp. apertus","species","63911","","Centrosaurus apertus","species","63911","Late Campanian","","83.5","70.6","17543"
"692611","occ","","","60877","Stegoceras brevis","species","56573","recombined as","Sphaerotholus brevis","species","56573","Late Campanian","","83.5","70.6","17550"
"692636","occ","","","14674","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","Late Maastrichtian","","70.6","66","2333"
"692637","occ","","","14674","Anatosaurus copei","species","53383","recombined as","Anatotitan copei","species","53383","Late Maastrichtian","","70.6","66","2333"
"692639","occ","","","14674","Triceratops prorsus","species","63770","","Triceratops prorsus","species","63770","Late Maastrichtian","","70.6","66","2333"
"693183","occ","","","74663","cf. Othnielia sp.","genus","38737","nomen dubium","Ornithopoda","unranked clade","38713","Late Kimmeridgian","Tithonian","155.7","145","25141"
"693258","occ","","","74673","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Early Cenomanian","","99.6","93.5","25146"
"698392","occ","","","75030","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Middle Campanian","Late Campanian","83.5","70.6","25308"
"698393","occ","","","75030","Lambeosaurinae indet.","subfamily","53394","","Lambeosaurinae","subfamily","53394","Middle Campanian","Late Campanian","83.5","70.6","25308"
"700662","occ","","","14544","Stygimoloch spinifer","species","56577","subjective synonym of","Pachycephalosaurus wyomingensis","species","64648","Lancian","","70.6","66","2236"
"700663","occ","","","14544","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"700679","occ","","","75280","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","2236"
"700680","occ","","","75280","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"700695","occ","","","75281","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"700706","occ","","","75284","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","2236"
"700707","occ","","","75284","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"700719","occ","","","14541","Thescelosauridae indet.","family","64386","","Thescelosauridae","family","64386","Lancian","","70.6","66","2236"
"700720","occ","","","14541","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","2236"
"700721","occ","","","14541","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"700723","occ","","","75285","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","2236"
"700741","occ","","","75287","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","2236"
"700742","occ","","","75287","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"700758","occ","","","75289","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"700762","occ","","","75290","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"700790","occ","","","14543","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"700797","occ","","","75292","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"700806","occ","","","75294","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"700825","occ","","","75297","Thescelosauridae indet.","family","64386","","Thescelosauridae","family","64386","Lancian","","70.6","66","2236"
"700826","occ","","","75297","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"700843","occ","","","14542","Thescelosauridae indet.","family","64386","","Thescelosauridae","family","64386","Lancian","","70.6","66","2236"
"700844","occ","","","14542","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","2236"
"700845","occ","","","14542","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"700856","occ","","","75298","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"702690","occ","","","75429","Thescelosauridae indet.","family","64386","","Thescelosauridae","family","64386","Lancian","","70.6","66","2236"
"702691","occ","","","75429","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","2236"
"702692","occ","","","75429","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"702701","occ","","","75431","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","2236"
"702702","occ","","","75431","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"702710","occ","","","75432","Thescelosauridae indet.","family","64386","","Thescelosauridae","family","64386","Lancian","","70.6","66","2236"
"702711","occ","","","75432","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"702712","occ","","","75433","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","2236"
"702734","occ","","","75439","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"702741","occ","","","75441","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"702746","occ","","","75442","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"702762","occ","","","75443","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","2236"
"702763","occ","","","75443","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"702776","occ","","","75447","Thescelosauridae indet.","family","64386","","Thescelosauridae","family","64386","Lancian","","70.6","66","2236"
"702777","occ","","","75447","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","2236"
"702778","occ","","","75447","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","subfamily","52773","Lancian","","70.6","66","2236"
"702963","occ","","","75459","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Early Maastrichtian","","70.6","66","25460"
"702980","occ","","","75467","Gryposaurus n. sp. monumentensis","species","109448","","Gryposaurus monumentensis","species","109448","Late Campanian","","83.5","70.6","25465"
"703008","occ","","","75472","Psittacosaurus lujiatunensis","species","109454","","Psittacosaurus lujiatunensis","species","109454","Early Aptian","","125.45","122.46","25466"
"703165","occ","","","75475","n. gen. Eotriceratops n. sp. xerinsularis","species","109481","","Eotriceratops xerinsularis","species","109481","Late Maastrichtian","","70.6","66","25471"
"703166","occ","","","14437","Hypsilophodontidae indet.","family","38734","","Hypsilophodontidae","family","38734","Middle Campanian","Late Campanian","83.5","70.6","25472"
"703167","occ","","","75476","Monoclonius ? sp.","genus","38857","","Monoclonius","genus","38857","Late Campanian","","83.5","70.6","25474"
"703448","occ","","","75511","Psittacosaurus n. sp. lujiatunensis","species","109454","","Psittacosaurus lujiatunensis","species","109454","Early Aptian","","125.45","122.46","25498"
"705409","occ","","I","47419","Caririchnium leonardii","species","88804","","Caririchnium leonardii","species","88804","Late Albian","Early Cenomanian","105.3","93.5","25566"
